"","TraitName","AccSpeciesName","OrigValueStr","OrigUnitStr","StdValue","UnitName"
"37019","","Platymiscium pinnatum","324","mm",NA,""
"37020","","Platymiscium pinnatum","1056","mm",NA,""
"37021","","Platymiscium pinnatum","12/1/11 8:31","",NA,""
"37022","","Platymiscium pinnatum","Nouragues-11L","",NA,""
"37023","","Platymiscium pinnatum","Evergreen lowland tropical forest on a terra firme plateau (grand plateau) on granite substrate ...","",NA,""
"37024","","Platymiscium pinnatum","C Baraloto with J Engel, J Chave, B Riera","",NA,""
"37025","","Platymiscium pinnatum","537","",NA,""
"37026","","Platymiscium pinnatum","188","",NA,""
"37027","","Platymiscium pinnatum","Fabaceae","",NA,""
"37028","","Platymiscium pinnatum","NL110181","",NA,""
"37029","","Platymiscium pinnatum","5","",NA,""
"37030","","Platymiscium pinnatum","OK","",NA,""
"37031","","Platymiscium pinnatum","C","",NA,""
"37032","","Platymiscium pinnatum","2","",NA,""
"37033","","Platymiscium pinnatum","1","",NA,""
"37034","","Platymiscium pinnatum","1","",NA,""
"37035","Leaf chlorophyll content per leaf area","Platymiscium pinnatum","46.5","mg/m2",0.0465,"g m-2"
"37036","Leaf texture (sclerophylly, physical strength)","Platymiscium pinnatum","1.86","N",NA,""
"37037","","Platymiscium pinnatum","Darrin Penneys","",NA,""
"37038","","Platymiscium pinnatum","NL11","",NA,""
"37039","","Platymiscium pinnatum","122","m",NA,""
"37040","","Platymiscium pinnatum","100","m",NA,""
"37041","","Platymiscium pinnatum","470","",NA,""
"37042","","Platymiscium pinnatum","Prevost","",NA,""
"37043","","Platymiscium pinnatum","Sterile","",NA,""
"37044","","Platymiscium pinnatum","KOU","",NA,""
"37045","","Platymiscium pinnatum","40219.56046","",NA,""
"37046","","Platymiscium pinnatum","Nouragues","",NA,""
"37047","","Platymiscium pinnatum","4.08333","",4.08333,""
"37048","","Platymiscium pinnatum","-52.6833","",-52.6833,""
"37049","","Platymiscium pinnatum","27","m",27,"m"
"37050","","Platymiscium pinnatum","3500","mm",NA,""
"37051","","Platymiscium pinnatum","1","ha",NA,""
"37052","","Platymiscium pinnatum","Granite","",NA,""
"37053","","Platymiscium pinnatum","252","",NA,""
"37054","","Platymiscium pinnatum","88","",NA,""
"37055","","Platymiscium pinnatum","74","",NA,""
"37056","","Platymiscium pinnatum","444","",NA,""
"37057","","Platymiscium pinnatum","317","",NA,""
"37058","","Platymiscium pinnatum","199","",NA,""
"37059","","Platymiscium pinnatum","118","",NA,""
"37060","","Platymiscium pinnatum","251","",NA,""
"37061","","Platymiscium pinnatum","0","",NA,""
"37062","","Platymiscium pinnatum","257","",NA,""
"37063","","Platymiscium pinnatum","246","",NA,""
"37064","","Platymiscium pinnatum","500","mm",NA,""
"37065","","Platymiscium pinnatum","76","mm",NA,""
"37066","","Platymiscium pinnatum","48","mm",NA,""
"37067","","Platymiscium pinnatum","1235","mm",NA,""
"37068","","Platymiscium pinnatum","298","mm",NA,""
"37069","","Platymiscium pinnatum","324","mm",NA,""
"37070","","Platymiscium pinnatum","1056","mm",NA,""
"37071","","Platymiscium pinnatum","12/1/11 8:31","",NA,""
"37072","","Platymiscium pinnatum","Nouragues-11L","",NA,""
"37073","","Platymiscium pinnatum","Evergreen lowland tropical forest on a terra firme plateau (grand plateau) on granite substrate ...","",NA,""
"37074","","Platymiscium pinnatum","C Baraloto with J Engel, J Chave, B Riera","",NA,""
"37075","","Platymiscium pinnatum","537","",NA,""
"37076","","Platymiscium pinnatum","188","",NA,""
"37077","","Platymiscium pinnatum","Fabaceae","",NA,""
"37078","","Platymiscium pinnatum","T10050","",NA,""
"37079","","Platymiscium pinnatum","5","",NA,""
"37080","","Platymiscium pinnatum","OK","",NA,""
"37081","","Platymiscium pinnatum","A","",NA,""
"37082","","Platymiscium pinnatum","1","",NA,""
"37083","","Platymiscium pinnatum","1","",NA,""
"37084","","Platymiscium pinnatum","1","",NA,""
"37085","Leaf chlorophyll content per leaf area","Platymiscium pinnatum","48","mg/m2",0.048,"g m-2"
"37086","Leaf texture (sclerophylly, physical strength)","Platymiscium pinnatum","1.94","N",NA,""
"37087","","Platymiscium pinnatum","Chris Baraloto","",NA,""
"37088","Leaf area per leaf dry mass (specific leaf area, SLA)","Platymiscium pinnatum","17.3243083","mm2ámg-1",17.3243083,"mm2 mg-1"
"37089","","Platymiscium pinnatum","T1","",NA,""
"37090","","Platymiscium pinnatum","99","m",NA,""
"37091","","Platymiscium pinnatum","23.5","m",NA,""
"37092","","Platymiscium pinnatum","470","",NA,""
"37093","","Platymiscium pinnatum","Prevost","",NA,""
"37094","","Platymiscium pinnatum","Sterile","",NA,""
"37095","","Platymiscium pinnatum","KOU","",NA,""
"37096","","Platymiscium pinnatum","40219.54598","",NA,""
"37097","","Platymiscium pinnatum","CETP","",NA,""
"37098","","Platymiscium pinnatum","Tresor","",NA,""
"37099","","Platymiscium pinnatum","4.56722","",4.56722,""
"37100","","Platymiscium pinnatum","-52.2864","",-52.2864,""
"37101","","Platymiscium pinnatum","60","m",60,"m"
"37102","","Platymiscium pinnatum","4000","mm",NA,""
"37103","","Platymiscium pinnatum","1","ha",NA,""
"37104","","Platymiscium pinnatum","Paramaca","",NA,""
"37105","","Platymiscium pinnatum","259","",NA,""
"37106","","Platymiscium pinnatum","82","",NA,""
"37107","","Platymiscium pinnatum","76","",NA,""
"37108","","Platymiscium pinnatum","462","",NA,""
"37109","","Platymiscium pinnatum","320","",NA,""
"37110","","Platymiscium pinnatum","213","",NA,""
"37111","","Platymiscium pinnatum","107","",NA,""
"37112","","Platymiscium pinnatum","257","",NA,""
"37113","","Platymiscium pinnatum","0","",NA,""
"37114","","Platymiscium pinnatum","265","",NA,""
"37115","","Platymiscium pinnatum","254","",NA,""
"37116","","Platymiscium pinnatum","542","mm",NA,""
"37117","","Platymiscium pinnatum","91","mm",NA,""
"37118","","Platymiscium pinnatum","44","mm",NA,""
"37119","","Platymiscium pinnatum","1401","mm",NA,""
"37120","","Platymiscium pinnatum","365","mm",NA,""
"37121","","Platymiscium pinnatum","365","mm",NA,""
"37122","","Platymiscium pinnatum","1167","mm",NA,""
"37123","","Platymiscium pinnatum","9/2/12 8:33","",NA,""
"37124","","Platymiscium pinnatum","Tresor","",NA,""
"37125","","Platymiscium pinnatum","Evergreen lowland tropical forest on a terra firme volcanic plateau within the Tresor nature re ...","",NA,""
"37126","","Platymiscium pinnatum","C Baraloto with  C Engel, CET Paine","",NA,""
"37127","","Platymiscium pinnatum","457","",NA,""
"37128","","Platymiscium pinnatum","176","",NA,""
"37129","","Platymiscium pinnatum","Fabaceae","",NA,""
"37130","","Platymiscium pinnatum","T10050","",NA,""
"37131","","Platymiscium pinnatum","5","",NA,""
"37132","","Platymiscium pinnatum","OK","",NA,""
"37133","","Platymiscium pinnatum","B","",NA,""
"37134","","Platymiscium pinnatum","1","",NA,""
"37135","","Platymiscium pinnatum","0","",NA,""
"37136","","Platymiscium pinnatum","1","",NA,""
"37137","Leaf chlorophyll content per leaf area","Platymiscium pinnatum","45.8","mg/m2",0.0458,"g m-2"
"37138","Leaf texture (sclerophylly, physical strength)","Platymiscium pinnatum","1.29","N",NA,""
"37139","","Platymiscium pinnatum","Chris Baraloto","",NA,""
"37140","Leaf area per leaf dry mass (specific leaf area, SLA)","Platymiscium pinnatum","17.76727273","mm2ámg-1",17.76727273,"mm2 mg-1"
"37141","","Platymiscium pinnatum","T1","",NA,""
"37142","","Platymiscium pinnatum","99","m",NA,""
"37143","","Platymiscium pinnatum","23.5","m",NA,""
"37144","","Platymiscium pinnatum","470","",NA,""
"37145","","Platymiscium pinnatum","Prevost","",NA,""
"37146","","Platymiscium pinnatum","Sterile","",NA,""
"37147","","Platymiscium pinnatum","KOU","",NA,""
"37148","","Platymiscium pinnatum","40219.54598","",NA,""
"37149","","Platymiscium pinnatum","CETP","",NA,""
"37150","","Platymiscium pinnatum","Tresor","",NA,""
"37151","","Platymiscium pinnatum","4.56722","",4.56722,""
"37152","","Platymiscium pinnatum","-52.2864","",-52.2864,""
"37153","","Platymiscium pinnatum","60","m",60,"m"
"37154","","Platymiscium pinnatum","4000","mm",NA,""
"37155","","Platymiscium pinnatum","1","ha",NA,""
"37156","","Platymiscium pinnatum","Paramaca","",NA,""
"37157","","Platymiscium pinnatum","259","",NA,""
"37158","","Platymiscium pinnatum","82","",NA,""
"37159","","Platymiscium pinnatum","76","",NA,""
"37160","","Platymiscium pinnatum","462","",NA,""
"37161","","Platymiscium pinnatum","320","",NA,""
"37162","","Platymiscium pinnatum","213","",NA,""
"37163","","Platymiscium pinnatum","107","",NA,""
"37164","","Platymiscium pinnatum","257","",NA,""
"37165","","Platymiscium pinnatum","0","",NA,""
"37166","","Platymiscium pinnatum","265","",NA,""
"37167","","Platymiscium pinnatum","254","",NA,""
"37168","","Platymiscium pinnatum","542","mm",NA,""
"37169","","Platymiscium pinnatum","91","mm",NA,""
"37170","","Platymiscium pinnatum","44","mm",NA,""
"37171","","Platymiscium pinnatum","1401","mm",NA,""
"37172","","Platymiscium pinnatum","365","mm",NA,""
"37173","","Platymiscium pinnatum","365","mm",NA,""
"37174","","Platymiscium pinnatum","1167","mm",NA,""
"37175","","Platymiscium pinnatum","9/2/12 8:33","",NA,""
"37176","","Platymiscium pinnatum","Tresor","",NA,""
"37177","","Platymiscium pinnatum","Evergreen lowland tropical forest on a terra firme volcanic plateau within the Tresor nature re ...","",NA,""
"37178","","Platymiscium pinnatum","C Baraloto with  C Engel, CET Paine","",NA,""
"37179","","Platymiscium pinnatum","457","",NA,""
"37180","","Platymiscium pinnatum","176","",NA,""
"37181","","Platymiscium pinnatum","Fabaceae","",NA,""
"37182","","Platymiscium pinnatum","T10050","",NA,""
"37183","","Platymiscium pinnatum","5","",NA,""
"37184","","Platymiscium pinnatum","OK","",NA,""
"37185","","Platymiscium pinnatum","C","",NA,""
"37186","","Platymiscium pinnatum","1","",NA,""
"37187","","Platymiscium pinnatum","0","",NA,""
"37188","","Platymiscium pinnatum","1","",NA,""
"37189","Leaf chlorophyll content per leaf area","Platymiscium pinnatum","51.9","mg/m2",0.0519,"g m-2"
"37190","Leaf texture (sclerophylly, physical strength)","Platymiscium pinnatum","1.28","N",NA,""
"37191","","Platymiscium pinnatum","Chris Baraloto","",NA,""
"37192","Leaf area per leaf dry mass (specific leaf area, SLA)","Platymiscium pinnatum","19.28815789","mm2ámg-1",19.28815789,"mm2 mg-1"
"37193","","Platymiscium pinnatum","T1","",NA,""
"37194","","Platymiscium pinnatum","99","m",NA,""
"37195","","Platymiscium pinnatum","23.5","m",NA,""
"37196","","Platymiscium pinnatum","470","",NA,""
"37197","","Platymiscium pinnatum","Prevost","",NA,""
"37198","","Platymiscium pinnatum","Sterile","",NA,""
"37199","","Platymiscium pinnatum","KOU","",NA,""
"37200","","Platymiscium pinnatum","40219.54598","",NA,""
"37201","","Platymiscium pinnatum","CETP","",NA,""
"37202","","Platymiscium pinnatum","Tresor","",NA,""
"37203","","Platymiscium pinnatum","4.56722","",4.56722,""
"37204","","Platymiscium pinnatum","-52.2864","",-52.2864,""
"37205","","Platymiscium pinnatum","60","m",60,"m"
"37206","","Platymiscium pinnatum","4000","mm",NA,""
"37207","","Platymiscium pinnatum","1","ha",NA,""
"37208","","Platymiscium pinnatum","Paramaca","",NA,""
"37209","","Platymiscium pinnatum","259","",NA,""
"37210","","Platymiscium pinnatum","82","",NA,""
"37211","","Platymiscium pinnatum","76","",NA,""
"37212","","Platymiscium pinnatum","462","",NA,""
"37213","","Platymiscium pinnatum","320","",NA,""
"37214","","Platymiscium pinnatum","213","",NA,""
"37215","","Platymiscium pinnatum","107","",NA,""
"37216","","Platymiscium pinnatum","257","",NA,""
"37217","","Platymiscium pinnatum","0","",NA,""
"37218","","Platymiscium pinnatum","265","",NA,""
"37219","","Platymiscium pinnatum","254","",NA,""
"37220","","Platymiscium pinnatum","542","mm",NA,""
"37221","","Platymiscium pinnatum","91","mm",NA,""
"37222","","Platymiscium pinnatum","44","mm",NA,""
"37223","","Platymiscium pinnatum","1401","mm",NA,""
"37224","","Platymiscium pinnatum","365","mm",NA,""
"37225","","Platymiscium pinnatum","365","mm",NA,""
"37226","","Platymiscium pinnatum","1167","mm",NA,""
"37227","","Platymiscium pinnatum","9/2/12 8:33","",NA,""
"37228","","Platymiscium pinnatum","Tresor","",NA,""
"37229","","Platymiscium pinnatum","Evergreen lowland tropical forest on a terra firme volcanic plateau within the Tresor nature re ...","",NA,""
"37230","","Platymiscium pinnatum","C Baraloto with  C Engel, CET Paine","",NA,""
"37231","","Platymiscium pinnatum","457","",NA,""
"37232","","Platymiscium pinnatum","176","",NA,""
"37233","","Discophora guianensis","Icacinaceae","",NA,""
"37234","","Discophora guianensis","A110387","",NA,""
"37235","","Discophora guianensis","5","",NA,""
"37236","","Discophora guianensis","OK","",NA,""
"37237","","Discophora guianensis","A","",NA,""
"37238","","Discophora guianensis","2","",NA,""
"37239","","Discophora guianensis","0","",NA,""
"37240","","Discophora guianensis","1","",NA,""
"37241","Leaf chlorophyll content per leaf area","Discophora guianensis","58.1","mg/m2",0.0581,"g m-2"
"37242","Leaf texture (sclerophylly, physical strength)","Discophora guianensis","2.12","N",NA,""
"37243","","Discophora guianensis","Valerie Troispoix","",NA,""
"37244","","Discophora guianensis","A11","",NA,""
"37245","","Discophora guianensis","98","m",NA,""
"37246","","Discophora guianensis","38","m",NA,""
"37247","","Discophora guianensis","237","",NA,""
"37248","","Discophora guianensis","Roon","",NA,""
"37249","","Discophora guianensis","Sterile","",NA,""
"37250","","Discophora guianensis","KOU","",NA,""
"37251","","Discophora guianensis","40219.54598","",NA,""
"37252","","Discophora guianensis","CB - JE","",NA,""
"37253","","Discophora guianensis","Acarouany","",NA,""
"37254","","Discophora guianensis","5.54415","",5.54415,""
"37255","","Discophora guianensis","-53.8132","",-53.8132,""
"37256","","Discophora guianensis","148","m",148,"m"
"37257","","Discophora guianensis","2750","mm",NA,""
"37258","","Discophora guianensis","1","ha",NA,""
"37259","","Discophora guianensis","Migmatite","",NA,""
"37260","","Discophora guianensis","265","",NA,""
"37261","","Discophora guianensis","82","",NA,""
"37262","","Discophora guianensis","78","",NA,""
"37263","","Discophora guianensis","577","",NA,""
"37264","","Discophora guianensis","325","",NA,""
"37265","","Discophora guianensis","221","",NA,""
"37266","","Discophora guianensis","104","",NA,""
"37267","","Discophora guianensis","265","",NA,""
"37268","","Discophora guianensis","0","",NA,""
"37269","","Discophora guianensis","272","",NA,""
"37270","","Discophora guianensis","256","",NA,""
"37271","","Discophora guianensis","341","mm",NA,""
"37272","","Discophora guianensis","60","mm",NA,""
"37273","","Discophora guianensis","45","mm",NA,""
"37274","","Discophora guianensis","889","mm",NA,""
"37275","","Discophora guianensis","236","mm",NA,""
"37276","","Discophora guianensis","236","mm",NA,""
"37277","","Discophora guianensis","580","mm",NA,""
"37278","","Discophora guianensis","2/23/12 8:26","",NA,""
"37279","","Discophora guianensis","Acarouany","",NA,""
"37280","","Discophora guianensis","Evergreen lowland tropical forest on a terra firme plateau bluff above Acarouany Creek.","",NA,""
"37281","","Discophora guianensis","C Baraloto with J Engel, CET Paine, O Poncy","",NA,""
"37282","","Discophora guianensis","443","",NA,""
"37283","","Discophora guianensis","148","",NA,""
"37284","","Discophora guianensis","Icacinaceae","",NA,""
"37285","","Discophora guianensis","A110387","",NA,""
"37286","","Discophora guianensis","5","",NA,""
"37287","","Discophora guianensis","OK","",NA,""
"37288","","Discophora guianensis","B","",NA,""
"37289","","Discophora guianensis","2","",NA,""
"37290","","Discophora guianensis","1","",NA,""
"37291","","Discophora guianensis","1","",NA,""
"37292","Leaf chlorophyll content per leaf area","Discophora guianensis","57.4","mg/m2",0.0574,"g m-2"
"37293","Leaf texture (sclerophylly, physical strength)","Discophora guianensis","1.85","N",NA,""
"37294","","Discophora guianensis","Valerie Troispoix","",NA,""
"37295","","Discophora guianensis","A11","",NA,""
"37296","","Discophora guianensis","98","m",NA,""
"37297","","Discophora guianensis","38","m",NA,""
"37298","","Discophora guianensis","237","",NA,""
"37299","","Discophora guianensis","Roon","",NA,""
"37300","","Discophora guianensis","Sterile","",NA,""
"37301","","Discophora guianensis","KOU","",NA,""
"37302","","Discophora guianensis","40219.54598","",NA,""
"37303","","Discophora guianensis","CB - JE","",NA,""
"37304","","Discophora guianensis","Acarouany","",NA,""
"37305","","Discophora guianensis","5.54415","",5.54415,""
"37306","","Discophora guianensis","-53.8132","",-53.8132,""
"37307","","Discophora guianensis","148","m",148,"m"
"37308","","Discophora guianensis","2750","mm",NA,""
"37309","","Discophora guianensis","1","ha",NA,""
"37310","","Discophora guianensis","Migmatite","",NA,""
"37311","","Discophora guianensis","265","",NA,""
"37312","","Discophora guianensis","82","",NA,""
"37313","","Discophora guianensis","78","",NA,""
"37314","","Discophora guianensis","577","",NA,""
"37315","","Discophora guianensis","325","",NA,""
"37316","","Discophora guianensis","221","",NA,""
"37317","","Discophora guianensis","104","",NA,""
"37318","","Discophora guianensis","265","",NA,""
"37319","","Discophora guianensis","0","",NA,""
"37320","","Discophora guianensis","272","",NA,""
"37321","","Discophora guianensis","256","",NA,""
"37322","","Discophora guianensis","341","mm",NA,""
"37323","","Discophora guianensis","60","mm",NA,""
"37324","","Discophora guianensis","45","mm",NA,""
"37325","","Discophora guianensis","889","mm",NA,""
"37326","","Discophora guianensis","236","mm",NA,""
"37327","","Discophora guianensis","236","mm",NA,""
"37328","","Discophora guianensis","580","mm",NA,""
"37329","","Discophora guianensis","2/23/12 8:26","",NA,""
"37330","","Discophora guianensis","Acarouany","",NA,""
"37331","","Discophora guianensis","Evergreen lowland tropical forest on a terra firme plateau bluff above Acarouany Creek.","",NA,""
